game_id,season,game_type,week,gameday,weekday,gametime,away_team,home_team,away_score,home_score,home_result,stadium,location,roof,surface,old_game_id
2018_12_PIT_DEN,2018,REG,12,11/25/2018,Sunday,16:25,PIT,DEN,17,24,7,Sports Authority Field at Mile High,Home,outdoors,grass,2018112509
2018_12_MIA_IND,2018,REG,12,11/25/2018,Sunday,16:25,MIA,IND,24,27,3,Lucas Oil Stadium,Home,closed,fieldturf,2018112504
2018_12_GB_MIN,2018,REG,12,11/25/2018,Sunday,20:20,GB,MIN,17,24,7,U.S. Bank Stadium,Home,dome,sportturf,2018112510
2018_12_TEN_HOU,2018,REG,12,11/26/2018,Monday,20:15,TEN,HOU,17,34,17,NRG Stadium,Home,closed,astroturf,2018112600
2018_13_NO_DAL,2018,REG,13,11/29/2018,Thursday,20:20,NO,DAL,10,13,3,AT&T Stadium,Home,closed,matrixturf,2018112900
2018_13_BAL_ATL,2018,REG,13,12/2/2018,Sunday,13:00,BAL,ATL,26,16,-10,Mercedes-Benz Stadium,Home,open,fieldturf,2018120200
2018_13_DEN_CIN,2018,REG,13,12/2/2018,Sunday,13:00,DEN,CIN,24,10,-14,Paul Brown Stadium,Home,outdoors,fieldturf,2018120201
2018_13_LA_DET,2018,REG,13,12/2/2018,Sunday,13:00,LA,DET,30,16,-14,Ford Field,Home,dome,fieldturf,2018120202
2018_13_ARI_GB,2018,REG,13,12/2/2018,Sunday,13:00,ARI,GB,20,17,-3,Lambeau Field,Home,outdoors,grass,2018120203
2018_13_CLE_HOU,2018,REG,13,12/2/2018,Sunday,13:00,CLE,HOU,13,29,16,NRG Stadium,Home,closed,astroturf,2018120204
2018_13_IND_JAX,2018,REG,13,12/2/2018,Sunday,13:00,IND,JAX,0,6,6,TIAA Bank Stadium,Home,outdoors,grass,2018120205
2018_13_BUF_MIA,2018,REG,13,12/2/2018,Sunday,13:00,BUF,MIA,17,21,4,Hard Rock Stadium,Home,outdoors,grass,2018120206
2018_13_CHI_NYG,2018,REG,13,12/2/2018,Sunday,13:00,CHI,NYG,27,30,3,MetLife Stadium,Home,outdoors,fieldturf,2018120207
2018_13_CAR_TB,2018,REG,13,12/2/2018,Sunday,13:00,CAR,TB,17,24,7,Raymond James Stadium,Home,outdoors,grass,2018120209
2018_13_KC_OAK,2018,REG,13,12/2/2018,Sunday,16:05,KC,OAK,40,33,-7,Oakland-Alameda County Coliseum,Home,outdoors,grass,2018120210
2018_13_NYJ_TEN,2018,REG,13,12/2/2018,Sunday,16:05,NYJ,TEN,22,26,4,Nissan Stadium,Home,outdoors,grass,2018120211
2018_13_MIN_NE,2018,REG,13,12/2/2018,Sunday,16:25,MIN,NE,10,24,14,Gillette Stadium,Home,outdoors,fieldturf,2018120212
2018_13_SF_SEA,2018,REG,13,12/2/2018,Sunday,16:25,SF,SEA,16,43,27,CenturyLink Field,Home,outdoors,fieldturf,2018120213
2018_13_LAC_PIT,2018,REG,13,12/2/2018,Sunday,20:20,LAC,PIT,33,30,-3,Heinz Field,Home,outdoors,grass,2018120208
2018_13_WAS_PHI,2018,REG,13,12/3/2018,Monday,20:15,WAS,PHI,13,28,15,Lincoln Financial Field,Home,outdoors,grass,2018120300
2018_14_JAX_TEN,2018,REG,14,12/6/2018,Thursday,20:20,JAX,TEN,9,30,21,Nissan Stadium,Home,outdoors,grass,2018120600
2018_14_NYJ_BUF,2018,REG,14,12/9/2018,Sunday,13:00,NYJ,BUF,27,23,-4,New Era Field,Home,outdoors,a_turf,2018120900
2018_14_CAR_CLE,2018,REG,14,12/9/2018,Sunday,13:00,CAR,CLE,20,26,6,FirstEnergy Stadium,Home,outdoors,grass,2018120902
2018_14_ATL_GB,2018,REG,14,12/9/2018,Sunday,13:00,ATL,GB,20,34,14,Lambeau Field,Home,outdoors,grass,2018120903
2018_14_IND_HOU,2018,REG,14,12/9/2018,Sunday,13:00,IND,HOU,24,21,-3,NRG Stadium,Home,closed,astroturf,2018120904
2018_14_BAL_KC,2018,REG,14,12/9/2018,Sunday,13:00,BAL,KC,24,27,3,Arrowhead Stadium,Home,outdoors,grass,2018120905
2018_14_NE_MIA,2018,REG,14,12/9/2018,Sunday,13:00,NE,MIA,33,34,1,Hard Rock Stadium,Home,outdoors,grass,2018120906
2018_14_NO_TB,2018,REG,14,12/9/2018,Sunday,13:00,NO,TB,28,14,-14,Raymond James Stadium,Home,outdoors,grass,2018120907
2018_14_NYG_WAS,2018,REG,14,12/9/2018,Sunday,13:00,NYG,WAS,40,16,-24,FedExField,Home,outdoors,grass,2018120908
2018_14_CIN_LAC,2018,REG,14,12/9/2018,Sunday,16:05,CIN,LAC,21,26,5,StubHub Center,Home,outdoors,grass,2018120909
2018_14_DEN_SF,2018,REG,14,12/9/2018,Sunday,16:05,DEN,SF,14,20,6,Levi's Stadium,Home,outdoors,grass,2018120910
2018_14_DET_ARI,2018,REG,14,12/9/2018,Sunday,16:25,DET,ARI,17,3,-14,State Farm Stadium,Home,closed,grass,2018120911
2018_14_PHI_DAL,2018,REG,14,12/9/2018,Sunday,16:25,PHI,DAL,23,29,6,AT&T Stadium,Home,closed,matrixturf,2018120912
2018_14_PIT_OAK,2018,REG,14,12/9/2018,Sunday,16:25,PIT,OAK,21,24,3,Oakland-Alameda County Coliseum,Home,outdoors,grass,2018120913
2018_14_LA_CHI,2018,REG,14,12/9/2018,Sunday,20:20,LA,CHI,6,15,9,Soldier Field,Home,outdoors,grass,2018120901
2018_14_MIN_SEA,2018,REG,14,12/10/2018,Monday,20:15,MIN,SEA,7,21,14,CenturyLink Field,Home,outdoors,fieldturf,2018121000
2018_15_LAC_KC,2018,REG,15,12/13/2018,Thursday,20:20,LAC,KC,29,28,-1,Arrowhead Stadium,Home,outdoors,grass,2018121300
2018_15_HOU_NYJ,2018,REG,15,12/15/2018,Saturday,16:30,HOU,NYJ,29,22,-7,MetLife Stadium,Home,outdoors,fieldturf,2018121500
2018_15_CLE_DEN,2018,REG,15,12/15/2018,Saturday,20:20,CLE,DEN,17,16,-1,Sports Authority Field at Mile High,Home,outdoors,grass,2018121501
2018_15_ARI_ATL,2018,REG,15,12/16/2018,Sunday,13:00,ARI,ATL,14,40,26,Mercedes-Benz Stadium,Home,closed,fieldturf,2018121600
2018_15_TB_BAL,2018,REG,15,12/16/2018,Sunday,13:00,TB,BAL,12,20,8,M&T Bank Stadium,Home,outdoors,grass,2018121601
2018_15_DET_BUF,2018,REG,15,12/16/2018,Sunday,13:00,DET,BUF,13,14,1,New Era Field,Home,outdoors,a_turf,2018121602
2018_15_GB_CHI,2018,REG,15,12/16/2018,Sunday,13:00,GB,CHI,17,24,7,Soldier Field,Home,outdoors,grass,2018121603
2018_15_OAK_CIN,2018,REG,15,12/16/2018,Sunday,13:00,OAK,CIN,16,30,14,Paul Brown Stadium,Home,outdoors,fieldturf,2018121604
2018_15_DAL_IND,2018,REG,15,12/16/2018,Sunday,13:00,DAL,IND,0,23,23,Lucas Oil Stadium,Home,closed,fieldturf,2018121605
2018_15_WAS_JAX,2018,REG,15,12/16/2018,Sunday,13:00,WAS,JAX,16,13,-3,TIAA Bank Stadium,Home,outdoors,grass,2018121606
2018_15_MIA_MIN,2018,REG,15,12/16/2018,Sunday,13:00,MIA,MIN,17,41,24,U.S. Bank Stadium,Home,dome,sportturf,2018121607
2018_15_TEN_NYG,2018,REG,15,12/16/2018,Sunday,13:00,TEN,NYG,17,0,-17,MetLife Stadium,Home,outdoors,fieldturf,2018121608
2018_15_SEA_SF,2018,REG,15,12/16/2018,Sunday,16:05,SEA,SF,23,26,3,Levi's Stadium,Home,outdoors,grass,2018121609
2018_15_NE_PIT,2018,REG,15,12/16/2018,Sunday,16:25,NE,PIT,10,17,7,Heinz Field,Home,outdoors,grass,2018121610
2018_15_PHI_LA,2018,REG,15,12/16/2018,Sunday,20:20,PHI,LA,30,23,-7,Los Angeles Memorial Coliseum,Home,outdoors,grass,2018121611
2018_15_NO_CAR,2018,REG,15,12/17/2018,Monday,20:15,NO,CAR,12,9,-3,Bank of America Stadium,Home,outdoors,grass,2018121700
2018_16_WAS_TEN,2018,REG,16,12/22/2018,Saturday,16:30,WAS,TEN,16,25,9,Nissan Stadium,Home,outdoors,grass,2018122200
2018_16_BAL_LAC,2018,REG,16,12/22/2018,Saturday,20:20,BAL,LAC,22,10,-12,StubHub Center,Home,outdoors,grass,2018122201
2018_16_ATL_CAR,2018,REG,16,12/23/2018,Sunday,13:00,ATL,CAR,24,10,-14,Bank of America Stadium,Home,outdoors,grass,2018122304
2018_16_CIN_CLE,2018,REG,16,12/23/2018,Sunday,13:00,CIN,CLE,18,26,8,FirstEnergy Stadium,Home,outdoors,grass,2018122305
2018_16_TB_DAL,2018,REG,16,12/23/2018,Sunday,13:00,TB,DAL,20,27,7,AT&T Stadium,Home,closed,matrixturf,2018122306
2018_16_MIN_DET,2018,REG,16,12/23/2018,Sunday,13:00,MIN,DET,27,9,-18,Ford Field,Home,dome,fieldturf,2018122307
2018_16_NYG_IND,2018,REG,16,12/23/2018,Sunday,13:00,NYG,IND,27,28,1,Lucas Oil Stadium,Home,closed,fieldturf,2018122300
2018_16_JAX_MIA,2018,REG,16,12/23/2018,Sunday,13:00,JAX,MIA,17,7,-10,Hard Rock Stadium,Home,outdoors,grass,2018122302
2018_16_BUF_NE,2018,REG,16,12/23/2018,Sunday,13:00,BUF,NE,12,24,12,Gillette Stadium,Home,outdoors,fieldturf,2018122308
2018_16_GB_NYJ,2018,REG,16,12/23/2018,Sunday,13:00,GB,NYJ,44,38,-6,MetLife Stadium,Home,outdoors,fieldturf,2018122309
2018_16_HOU_PHI,2018,REG,16,12/23/2018,Sunday,13:00,HOU,PHI,30,32,2,Lincoln Financial Field,Home,outdoors,grass,2018122310
2018_16_LA_ARI,2018,REG,16,12/23/2018,Sunday,16:05,LA,ARI,31,9,-22,State Farm Stadium,Home,closed,grass,2018122311
2018_16_CHI_SF,2018,REG,16,12/23/2018,Sunday,16:05,CHI,SF,14,9,-5,Levi's Stadium,Home,outdoors,grass,2018122312
2018_16_PIT_NO,2018,REG,16,12/23/2018,Sunday,16:25,PIT,NO,28,31,3,Mercedes-Benz Superdome,Home,dome,sportturf,2018122313
2018_16_KC_SEA,2018,REG,16,12/23/2018,Sunday,20:20,KC,SEA,31,38,7,CenturyLink Field,Home,outdoors,fieldturf,2018122314
2018_16_DEN_OAK,2018,REG,16,12/24/2018,Monday,20:15,DEN,OAK,14,27,13,Oakland-Alameda County Coliseum,Home,outdoors,grass,2018122400
2018_17_MIA_BUF,2018,REG,17,12/30/2018,Sunday,13:00,MIA,BUF,17,42,25,New Era Field,Home,outdoors,a_turf,2018123001
2018_17_DET_GB,2018,REG,17,12/30/2018,Sunday,13:00,DET,GB,31,0,-31,Lambeau Field,Home,outdoors,grass,2018123002
2018_17_JAX_HOU,2018,REG,17,12/30/2018,Sunday,13:00,JAX,HOU,3,20,17,NRG Stadium,Home,closed,astroturf,2018123003
2018_17_NYJ_NE,2018,REG,17,12/30/2018,Sunday,13:00,NYJ,NE,3,38,35,Gillette Stadium,Home,outdoors,fieldturf,2018123006
2018_17_CAR_NO,2018,REG,17,12/30/2018,Sunday,13:00,CAR,NO,33,14,-19,Mercedes-Benz Superdome,Home,dome,sportturf,2018123007
2018_17_DAL_NYG,2018,REG,17,12/30/2018,Sunday,13:00,DAL,NYG,36,35,-1,MetLife Stadium,Home,outdoors,fieldturf,2018123008
2018_17_ATL_TB,2018,REG,17,12/30/2018,Sunday,13:00,ATL,TB,34,32,-2,Raymond James Stadium,Home,outdoors,grass,2018123010
2018_17_CLE_BAL,2018,REG,17,12/30/2018,Sunday,16:25,CLE,BAL,24,26,2,M&T Bank Stadium,Home,outdoors,grass,2018123000
2018_17_LAC_DEN,2018,REG,17,12/30/2018,Sunday,16:25,LAC,DEN,23,9,-14,Sports Authority Field at Mile High,Home,outdoors,grass,2018123013
2018_17_OAK_KC,2018,REG,17,12/30/2018,Sunday,16:25,OAK,KC,3,35,32,Arrowhead Stadium,Home,outdoors,grass,2018123004
2018_17_SF_LA,2018,REG,17,12/30/2018,Sunday,16:25,SF,LA,32,48,16,Los Angeles Memorial Coliseum,Home,outdoors,grass,2018123014
2018_17_CHI_MIN,2018,REG,17,12/30/2018,Sunday,16:25,CHI,MIN,24,10,-14,U.S. Bank Stadium,Home,dome,sportturf,2018123005
2018_17_CIN_PIT,2018,REG,17,12/30/2018,Sunday,16:25,CIN,PIT,13,16,3,Heinz Field,Home,outdoors,grass,2018123009
2018_17_ARI_SEA,2018,REG,17,12/30/2018,Sunday,16:25,ARI,SEA,24,27,3,CenturyLink Field,Home,outdoors,fieldturf,2018123015
2018_17_PHI_WAS,2018,REG,17,12/30/2018,Sunday,16:25,PHI,WAS,24,0,-24,FedExField,Home,outdoors,grass,2018123012
2018_17_IND_TEN,2018,REG,17,12/30/2018,Sunday,20:20,IND,TEN,33,17,-16,Nissan Stadium,Home,outdoors,grass,2018123011
2018_18_IND_HOU,2018,WC,18,1/5/2019,Saturday,16:35,IND,HOU,21,7,-14,NRG Stadium,Home,closed,astroturf,2019010500
2018_18_SEA_DAL,2018,WC,18,1/5/2019,Saturday,20:15,SEA,DAL,22,24,2,AT&T Stadium,Home,closed,matrixturf,2019010501
2018_18_LAC_BAL,2018,WC,18,1/6/2019,Sunday,13:05,LAC,BAL,23,17,-6,M&T Bank Stadium,Home,outdoors,grass,2019010600
2018_18_PHI_CHI,2018,WC,18,1/6/2019,Sunday,16:40,PHI,CHI,16,15,-1,Soldier Field,Home,outdoors,grass,2019010601
2018_19_IND_KC,2018,DIV,19,1/12/2019,Saturday,16:35,IND,KC,13,31,18,Arrowhead Stadium,Home,outdoors,grass,2019011200
2018_19_DAL_LA,2018,DIV,19,1/12/2019,Saturday,20:15,DAL,LA,22,30,8,Los Angeles Memorial Coliseum,Home,outdoors,grass,2019011201
2018_19_LAC_NE,2018,DIV,19,1/13/2019,Sunday,13:05,LAC,NE,28,41,13,Gillette Stadium,Home,outdoors,fieldturf,2019011300
2018_19_PHI_NO,2018,DIV,19,1/13/2019,Sunday,16:40,PHI,NO,14,20,6,Mercedes-Benz Superdome,Home,dome,sportturf,2019011301
2018_20_LA_NO,2018,CON,20,1/20/2019,Sunday,15:05,LA,NO,26,23,-3,Mercedes-Benz Superdome,Home,dome,sportturf,2019012000
2018_20_NE_KC,2018,CON,20,1/20/2019,Sunday,18:40,NE,KC,37,31,-6,Arrowhead Stadium,Home,outdoors,grass,2019012001
2018_21_NE_LA,2018,SB,21,2/3/2019,Sunday,18:30,NE,LA,13,3,-10,Mercedes-Benz Stadium,Neutral,closed,fieldturf,2019020300
2019_01_GB_CHI,2019,REG,1,9/5/2019,Thursday,20:20,GB,CHI,10,3,-7,Soldier Field,Home,outdoors,grass,2019090500
2019_01_LA_CAR,2019,REG,1,9/8/2019,Sunday,13:00,LA,CAR,30,27,-3,Bank of America Stadium,Home,outdoors,grass,2019090800
2019_01_TEN_CLE,2019,REG,1,9/8/2019,Sunday,13:00,TEN,CLE,43,13,-30,FirstEnergy Stadium,Home,outdoors,grass,2019090801
2019_01_KC_JAX,2019,REG,1,9/8/2019,Sunday,13:00,KC,JAX,40,26,-14,TIAA Bank Stadium,Home,outdoors,grass,2019090802
2019_01_BAL_MIA,2019,REG,1,9/8/2019,Sunday,13:00,BAL,MIA,59,10,-49,Hard Rock Stadium,Home,outdoors,grass,2019090803
2019_01_ATL_MIN,2019,REG,1,9/8/2019,Sunday,13:00,ATL,MIN,12,28,16,U.S. Bank Stadium,Home,dome,sportturf,2019090804
2019_01_BUF_NYJ,2019,REG,1,9/8/2019,Sunday,13:00,BUF,NYJ,17,16,-1,MetLife Stadium,Home,outdoors,fieldturf,2019090805
2019_01_WAS_PHI,2019,REG,1,9/8/2019,Sunday,13:00,WAS,PHI,27,32,5,Lincoln Financial Field,Home,outdoors,grass,2019090806
2019_01_IND_LAC,2019,REG,1,9/8/2019,Sunday,16:05,IND,LAC,24,30,6,StubHub Center,Home,outdoors,grass,2019090807
2019_01_CIN_SEA,2019,REG,1,9/8/2019,Sunday,16:05,CIN,SEA,20,21,1,CenturyLink Field,Home,outdoors,fieldturf,2019090808
2019_01_DET_ARI,2019,REG,1,9/8/2019,Sunday,16:25,DET,ARI,27,27,0,State Farm Stadium,Home,closed,grass,2019090809
2019_01_NYG_DAL,2019,REG,1,9/8/2019,Sunday,16:25,NYG,DAL,17,35,18,AT&T Stadium,Home,closed,fieldturf,2019090810
2019_01_SF_TB,2019,REG,1,9/8/2019,Sunday,16:25,SF,TB,31,17,-14,Raymond James Stadium,Home,outdoors,grass,2019090811
2019_01_PIT_NE,2019,REG,1,9/8/2019,Sunday,20:20,PIT,NE,3,33,30,Gillette Stadium,Home,outdoors,grass,2019090812
2019_01_HOU_NO,2019,REG,1,9/9/2019,Monday,19:10,HOU,NO,28,30,2,Mercedes-Benz Superdome,Home,dome,astroturf,2019090900
2019_01_DEN_OAK,2019,REG,1,9/9/2019,Monday,22:20,DEN,OAK,16,24,8,Ring Central Coliseum,Home,outdoors,grass,2019090901
2019_02_TB_CAR,2019,REG,2,9/12/2019,Thursday,20:20,TB,CAR,20,14,-6,Bank of America Stadium,Home,outdoors,grass,2019091200
2019_02_ARI_BAL,2019,REG,2,9/15/2019,Sunday,13:00,ARI,BAL,17,23,6,M&T Bank Stadium,Home,outdoors,grass,2019091500
2019_02_SF_CIN,2019,REG,2,9/15/2019,Sunday,13:00,SF,CIN,41,17,-24,Paul Brown Stadium,Home,outdoors,grass,2019091501
2019_02_LAC_DET,2019,REG,2,9/15/2019,Sunday,13:00,LAC,DET,10,13,3,Ford Field,Home,dome,fieldturf,2019091502
2019_02_MIN_GB,2019,REG,2,9/15/2019,Sunday,13:00,MIN,GB,16,21,5,Lambeau Field,Home,outdoors,grass,2019091503
2019_02_JAX_HOU,2019,REG,2,9/15/2019,Sunday,13:00,JAX,HOU,12,13,1,NRG Stadium,Home,closed,grass,2019091504
2019_02_NE_MIA,2019,REG,2,9/15/2019,Sunday,13:00,NE,MIA,43,0,-43,Hard Rock Stadium,Home,outdoors,grass,2019091505
2019_02_BUF_NYG,2019,REG,2,9/15/2019,Sunday,13:00,BUF,NYG,28,14,-14,MetLife Stadium,Home,outdoors,fieldturf,2019091506
2019_02_SEA_PIT,2019,REG,2,9/15/2019,Sunday,13:00,SEA,PIT,28,26,-2,Heinz Field,Home,outdoors,grass,2019091507
2019_02_IND_TEN,2019,REG,2,9/15/2019,Sunday,13:00,IND,TEN,19,17,-2,Nissan Stadium,Home,outdoors,grass,2019091508
2019_02_DAL_WAS,2019,REG,2,9/15/2019,Sunday,13:00,DAL,WAS,31,21,-10,FedExField,Home,outdoors,grass,2019091509
2019_02_KC_OAK,2019,REG,2,9/15/2019,Sunday,16:05,KC,OAK,28,10,-18,Ring Central Coliseum,Home,outdoors,grass,2019091510
2019_02_CHI_DEN,2019,REG,2,9/15/2019,Sunday,16:25,CHI,DEN,16,14,-2,Empower Field at Mile High,Home,outdoors,grass,2019091511
2019_02_NO_LA,2019,REG,2,9/15/2019,Sunday,16:25,NO,LA,9,27,18,Los Angeles Memorial Coliseum,Home,outdoors,grass,2019091512
2019_02_PHI_ATL,2019,REG,2,9/15/2019,Sunday,20:20,PHI,ATL,20,24,4,Mercedes-Benz Stadium,Home,open,fieldturf,2019091513
2019_02_CLE_NYJ,2019,REG,2,9/16/2019,Monday,20:15,CLE,NYJ,23,3,-20,MetLife Stadium,Home,outdoors,fieldturf,2019091600
2019_03_TEN_JAX,2019,REG,3,9/19/2019,Thursday,20:20,TEN,JAX,7,20,13,TIAA Bank Stadium,Home,outdoors,grass,2019091900
2019_03_CIN_BUF,2019,REG,3,9/22/2019,Sunday,13:00,CIN,BUF,17,21,4,New Era Field,Home,outdoors,astroturf,2019092200
2019_03_MIA_DAL,2019,REG,3,9/22/2019,Sunday,13:00,MIA,DAL,6,31,25,AT&T Stadium,Home,closed,fieldturf,2019092201
2019_03_DEN_GB,2019,REG,3,9/22/2019,Sunday,13:00,DEN,GB,16,27,11,Lambeau Field,Home,outdoors,grass,2019092202
2019_03_ATL_IND,2019,REG,3,9/22/2019,Sunday,13:00,ATL,IND,24,27,3,Lucas Oil Stadium,Home,closed,fieldturf,2019092203
2019_03_BAL_KC,2019,REG,3,9/22/2019,Sunday,13:00,BAL,KC,28,33,5,Arrowhead Stadium,Home,outdoors,astroturf,2019092204
2019_03_OAK_MIN,2019,REG,3,9/22/2019,Sunday,13:00,OAK,MIN,14,34,20,U.S. Bank Stadium,Home,dome,sportturf,2019092205
2019_03_NYJ_NE,2019,REG,3,9/22/2019,Sunday,13:00,NYJ,NE,14,30,16,Gillette Stadium,Home,outdoors,grass,2019092206
2019_03_DET_PHI,2019,REG,3,9/22/2019,Sunday,13:00,DET,PHI,27,24,-3,Lincoln Financial Field,Home,outdoors,grass,2019092207
2019_03_CAR_ARI,2019,REG,3,9/22/2019,Sunday,16:05,CAR,ARI,38,20,-18,State Farm Stadium,Home,closed,grass,2019092208
2019_03_NYG_TB,2019,REG,3,9/22/2019,Sunday,16:05,NYG,TB,32,31,-1,Raymond James Stadium,Home,outdoors,grass,2019092209
2019_03_HOU_LAC,2019,REG,3,9/22/2019,Sunday,16:25,HOU,LAC,27,20,-7,StubHub Center,Home,outdoors,grass,2019092210
2019_03_NO_SEA,2019,REG,3,9/22/2019,Sunday,16:25,NO,SEA,33,27,-6,CenturyLink Field,Home,outdoors,fieldturf,2019092211
2019_03_PIT_SF,2019,REG,3,9/22/2019,Sunday,16:25,PIT,SF,20,24,4,Levi's Stadium,Home,outdoors,grass,2019092212
2019_03_LA_CLE,2019,REG,3,9/22/2019,Sunday,20:20,LA,CLE,20,13,-7,FirstEnergy Stadium,Home,outdoors,grass,2019092213
2019_03_CHI_WAS,2019,REG,3,9/23/2019,Monday,20:15,CHI,WAS,31,15,-16,FedExField,Home,outdoors,grass,2019092300
2019_04_PHI_GB,2019,REG,4,9/26/2019,Thursday,20:20,PHI,GB,34,27,-7,Lambeau Field,Home,outdoors,grass,2019092600
2019_04_TEN_ATL,2019,REG,4,9/29/2019,Sunday,13:00,TEN,ATL,24,10,-14,Mercedes-Benz Stadium,Home,closed,fieldturf,2019092900
2019_04_CLE_BAL,2019,REG,4,9/29/2019,Sunday,13:00,CLE,BAL,40,25,-15,M&T Bank Stadium,Home,outdoors,grass,2019092901
2019_04_NE_BUF,2019,REG,4,9/29/2019,Sunday,13:00,NE,BUF,16,10,-6,New Era Field,Home,outdoors,astroturf,2019092902
2019_04_KC_DET,2019,REG,4,9/29/2019,Sunday,13:00,KC,DET,34,30,-4,Ford Field,Home,dome,fieldturf,2019092903
2019_04_CAR_HOU,2019,REG,4,9/29/2019,Sunday,13:00,CAR,HOU,16,10,-6,NRG Stadium,Home,closed,grass,2019092904
2019_04_OAK_IND,2019,REG,4,9/29/2019,Sunday,13:00,OAK,IND,31,24,-7,Lucas Oil Stadium,Home,closed,fieldturf,2019092905
2019_04_LAC_MIA,2019,REG,4,9/29/2019,Sunday,13:00,LAC,MIA,30,10,-20,Hard Rock Stadium,Home,outdoors,grass,2019092906
2019_04_WAS_NYG,2019,REG,4,9/29/2019,Sunday,13:00,WAS,NYG,3,24,21,MetLife Stadium,Home,outdoors,fieldturf,2019092907
2019_04_SEA_ARI,2019,REG,4,9/29/2019,Sunday,16:05,SEA,ARI,27,10,-17,State Farm Stadium,Home,closed,grass,2019092908
2019_04_TB_LA,2019,REG,4,9/29/2019,Sunday,16:05,TB,LA,55,40,-15,Los Angeles Memorial Coliseum,Home,outdoors,grass,2019092909
2019_04_MIN_CHI,2019,REG,4,9/29/2019,Sunday,16:25,MIN,CHI,6,16,10,Soldier Field,Home,outdoors,grass,2019092910
2019_04_JAX_DEN,2019,REG,4,9/29/2019,Sunday,16:25,JAX,DEN,26,24,-2,Empower Field at Mile High,Home,outdoors,grass,2019092911
2019_04_DAL_NO,2019,REG,4,9/29/2019,Sunday,20:20,DAL,NO,10,12,2,Mercedes-Benz Superdome,Home,dome,astroturf,2019092912
2019_04_CIN_PIT,2019,REG,4,9/30/2019,Monday,20:15,CIN,PIT,3,27,24,Heinz Field,Home,outdoors,grass,2019093000
2019_05_LA_SEA,2019,REG,5,10/3/2019,Thursday,20:20,LA,SEA,29,30,1,CenturyLink Field,Home,outdoors,fieldturf,2019100300
2019_05_JAX_CAR,2019,REG,5,10/6/2019,Sunday,13:00,JAX,CAR,27,34,7,Bank of America Stadium,Home,outdoors,grass,2019100600
2019_05_ARI_CIN,2019,REG,5,10/6/2019,Sunday,13:00,ARI,CIN,26,23,-3,Paul Brown Stadium,Home,outdoors,grass,2019100601
2019_05_ATL_HOU,2019,REG,5,10/6/2019,Sunday,13:00,ATL,HOU,32,53,21,NRG Stadium,Home,closed,grass,2019100602
2019_05_TB_NO,2019,REG,5,10/6/2019,Sunday,13:00,TB,NO,24,31,7,Mercedes-Benz Superdome,Home,dome,astroturf,2019100603
2019_05_MIN_NYG,2019,REG,5,10/6/2019,Sunday,13:00,MIN,NYG,28,10,-18,MetLife Stadium,Home,outdoors,fieldturf,2019100604
2019_05_CHI_OAK,2019,REG,5,10/6/2019,Sunday,13:00,CHI,OAK,21,24,3,Tottenham Stadium,Neutral,outdoors,grass,2019100605
2019_05_NYJ_PHI,2019,REG,5,10/6/2019,Sunday,13:00,NYJ,PHI,6,31,25,Lincoln Financial Field,Home,outdoors,grass,2019100606
2019_05_BAL_PIT,2019,REG,5,10/6/2019,Sunday,13:00,BAL,PIT,26,23,-3,Heinz Field,Home,outdoors,grass,2019100607
2019_05_BUF_TEN,2019,REG,5,10/6/2019,Sunday,13:00,BUF,TEN,14,7,-7,Nissan Stadium,Home,outdoors,grass,2019100608
2019_05_NE_WAS,2019,REG,5,10/6/2019,Sunday,13:00,NE,WAS,33,7,-26,FedExField,Home,outdoors,grass,2019100609
2019_05_DEN_LAC,2019,REG,5,10/6/2019,Sunday,16:05,DEN,LAC,20,13,-7,StubHub Center,Home,outdoors,grass,2019100610
2019_05_GB_DAL,2019,REG,5,10/6/2019,Sunday,16:25,GB,DAL,34,24,-10,AT&T Stadium,Home,closed,fieldturf,2019100611
2019_05_IND_KC,2019,REG,5,10/6/2019,Sunday,20:20,IND,KC,19,13,-6,Arrowhead Stadium,Home,outdoors,astroturf,2019100612
2019_05_CLE_SF,2019,REG,5,10/7/2019,Monday,20:15,CLE,SF,3,31,28,Levi's Stadium,Home,outdoors,grass,2019100700
2019_06_NYG_NE,2019,REG,6,10/10/2019,Thursday,20:20,NYG,NE,14,35,21,Gillette Stadium,Home,outdoors,grass,2019101000
2019_06_CAR_TB,2019,REG,6,10/13/2019,Sunday,9:30,CAR,TB,37,26,-11,Tottenham Stadium,Neutral,outdoors,grass,2019101300
2019_06_CIN_BAL,2019,REG,6,10/13/2019,Sunday,13:00,CIN,BAL,17,23,6,M&T Bank Stadium,Home,outdoors,grass,2019101301
2019_06_SEA_CLE,2019,REG,6,10/13/2019,Sunday,13:00,SEA,CLE,32,28,-4,FirstEnergy Stadium,Home,outdoors,grass,2019101302
2019_06_NO_JAX,2019,REG,6,10/13/2019,Sunday,13:00,NO,JAX,13,6,-7,TIAA Bank Stadium,Home,outdoors,grass,2019101303
2019_06_HOU_KC,2019,REG,6,10/13/2019,Sunday,13:00,HOU,KC,31,24,-7,Arrowhead Stadium,Home,outdoors,astroturf,2019101304
2019_06_WAS_MIA,2019,REG,6,10/13/2019,Sunday,13:00,WAS,MIA,17,16,-1,Hard Rock Stadium,Home,outdoors,grass,2019101305
2019_06_PHI_MIN,2019,REG,6,10/13/2019,Sunday,13:00,PHI,MIN,20,38,18,U.S. Bank Stadium,Home,dome,sportturf,2019101306
